['11542', 'Yearly', '6939 days']
['26559', 'Daily', '55 days']
['26552', 'Yearly', '10958 days']
['26551', 'Daily', '52 days']
['26554', 'Monthly', '1979 days']
['53637', 'One-off', '17672 days']
['28895', 'Yearly', '9862 days']
['32251', 'Yearly', '1827 days']
['55635', 'Yearly', '9131 days']
['32253', 'Monthly', '517 days']
['55630', 'One-off', '16836 days']
['55631', 'One-off', '13994 days']
['55632', 'Yearly', '2557 days']
['55633', 'Monthly', '792 days']
['32258', 'Monthly', '2375 days']
['3751', 'Monthly', '548 days']
['3750', 'Yearly', '8401 days']
['3753', 'One-off', '9705 days']
['3752', 'Yearly', '2192 days']
['3755', 'Monthly', '2344 days']
['3754', 'Monthly', '1612 days']
['3757', 'Monthly', '1675 days']
['53635', 'Daily', '23 days']
['57672', 'Yearly', '8766 days']
['57673', 'Monthly', '1919 days']
['57670', 'Monthly', '1887 days']
['57676', 'Daily', '44 days']
['57674', 'Monthly', '2069 days']
['57675', 'One-off', '14043 days']
['57678', 'One-off', '15317 days']
['57679', 'Yearly', '9132 days']
['52118', 'Daily', '31 days']
['52119', 'Yearly', '1095 days']
['52114', 'Monthly', '2465 days']
['52110', 'One-off', '17754 days']
['31940', 'Yearly', '5113 days']
['45681', 'Yearly', '8766 days']
['43311', 'Daily', '4 days']
['57096', 'Daily', '21 days']
['32074', 'One-off', '13943 days']
['57093', 'Monthly', '2646 days']
['57090', 'Monthly', '609 days']
['57098', 'One-off', '14973 days']
['4336', 'Yearly', '1096 days']
['32077', 'Monthly', '823 days']
['10639', 'Daily', '17 days']
['53027', 'One-off', '9763 days']
['9766', 'Yearly', '2922 days']
['9767', 'Yearly', '4749 days']
['9765', 'Monthly', '1795 days']
['24173', 'Monthly', '1918 days']
['37373', 'One-off', '14369 days']
['53024', 'Monthly', '1735 days']
['24177', 'One-off', '13535 days']
['24176', 'Yearly', '4018 days']
['37379', 'Daily', '28 days']
['24178', 'One-off', '16098 days']
['11948', 'Monthly', '273 days']
['33477', 'Monthly', '913 days']
['18450', 'Daily', '35 days']
['33472', 'Yearly', '10593 days']
['54553', 'Daily', '19 days']
['37995', 'Yearly', '1461 days']
['19036', 'Monthly', '2526 days']
['37997', 'Monthly', '457 days']
['37991', 'One-off', '12834 days']
['16021', 'Daily', '41 days']
['37999', 'Monthly', '820 days']
['37998', 'Monthly', '1979 days']
['16024', 'Daily', '30 days']
['30341', 'Monthly', '638 days']
['30340', 'Daily', '31 days']
['30342', 'One-off', '14959 days']
['30344', 'Monthly', '1124 days']
['30346', 'Daily', '17 days']
['30348', 'Daily', '47 days']
['32911', 'One-off', '14235 days']
['17373', 'Monthly', '943 days']
['10682', 'Yearly', '4017 days']
['52361', 'Yearly', '1461 days']
['35269', 'Daily', '47 days']
['35260', 'Monthly', '638 days']
['35263', 'Yearly', '4018 days']
['35262', 'Daily', '24 days']
['35265', 'Yearly', '15706 days']
['35264', 'Monthly', '2649 days']
['35267', 'Daily', '41 days']
['35266', 'Yearly', '9497 days']
['23251', 'One-off', '14789 days']
['23257', 'Monthly', '882 days']
['10683', 'One-off', '9518 days']
['23259', 'Monthly', '1371 days']
['30965', 'Yearly', '8035 days']
['30964', 'One-off', '10122 days']
['30960', 'One-off', '9622 days']
['10681', 'Yearly', '6574 days']
['6768', 'Monthly', '1796 days']
['6767', 'Monthly', '1645 days']
['6766', 'Daily', '34 days']
['6765', 'One-off', '10426 days']
['6763', 'Yearly', '3653 days']
['6760', 'Monthly', '2680 days']
['43847', 'Yearly', '9496 days']
['43841', 'One-off', '11887 days']
['43842', 'Monthly', '2405 days']
['43843', 'Daily', '24 days']
['43848', 'One-off', '14923 days']
['43849', 'One-off', '9845 days']
['51149', 'Daily', '30 days']
['5049', 'Yearly', '6575 days']
['5047', 'Daily', '46 days']
['5046', 'Yearly', '2557 days']
['5044', 'Yearly', '2557 days']
['5043', 'Monthly', '1004 days']
['5041', 'Monthly', '2010 days']
['38578', 'Monthly', '1246 days']
['38573', 'Daily', '23 days']
['38570', 'One-off', '12453 days']
['38576', 'Monthly', '577 days']
['33083', 'Monthly', '1979 days']
['33080', 'Yearly', '9497 days']
['18888', 'Monthly', '670 days']
['33086', 'Monthly', '2587 days']
['33084', 'Yearly', '10957 days']
['18884', 'Yearly', '10227 days']
['18886', 'Daily', '54 days']
['18887', 'One-off', '17581 days']
['18880', 'Daily', '45 days']
['18881', 'Daily', '30 days']
['18882', 'Monthly', '213 days']
['36109', 'Monthly', '853 days']
['44233', 'One-off', '17091 days']
['44231', 'Yearly', '8036 days']
['44237', 'One-off', '9981 days']
['36101', 'Yearly', '12053 days']
['36102', 'Monthly', '2130 days']
['36104', 'Yearly', '4018 days']
['36106', 'Monthly', '1675 days']
['33558', 'Yearly', '8035 days']
['33553', 'Monthly', '1553 days']
['33552', 'Daily', '30 days']
['33555', 'Daily', '19 days']
['18777', 'Yearly', '6574 days']
['18774', 'Monthly', '395 days']
['33556', 'Daily', '37 days']
['41559', 'Yearly', '9862 days']
['41554', 'Monthly', '2345 days']
['41557', 'Yearly', '16436 days']
['48542', 'Monthly', '2283 days']
['39624', 'Yearly', '3652 days']
['39620', 'Daily', '29 days']
['39628', 'One-off', '17601 days']
['10098', 'One-off', '12867 days']
['36347', 'Daily', '17 days']
['25503', 'Daily', '46 days']
['8040', 'Monthly', '2404 days']
['8041', 'Yearly', '3287 days']
['12597', 'One-off', '9225 days']
['12590', 'Daily', '25 days']
['12591', 'One-off', '11074 days']
['12592', 'Daily', '29 days']
['8047', 'Yearly', '2922 days']
['12599', 'Yearly', '10592 days']
['44908', 'One-off', '9704 days']
['44909', 'One-off', '17436 days']
['44904', 'Yearly', '11323 days']
['44905', 'Monthly', '2496 days']
['44907', 'Yearly', '5844 days']
['44900', 'Daily', '28 days']
['44901', 'Daily', '6 days']
['17339', 'One-off', '9062 days']
['28887', 'Daily', '46 days']
['28886', 'Yearly', '10958 days']
['28884', 'Monthly', '546 days']
['28883', 'Monthly', '394 days']
['28882', 'Daily', '28 days']
['28881', 'Monthly', '2406 days']
['13645', 'One-off', '10063 days']
['13644', 'One-off', '16130 days']
['13643', 'Yearly', '4748 days']
['13642', 'Monthly', '577 days']
['13641', 'One-off', '16865 days']
['13640', 'Yearly', '10227 days']
['13648', 'Monthly', '303 days']
['43303', 'Daily', '8 days']
['43307', 'One-off', '11370 days']
['43305', 'Yearly', '3288 days']
['5818', 'Yearly', '3287 days']
['16039', 'Monthly', '274 days']
['16038', 'Monthly', '1311 days']
['19025', 'Monthly', '762 days']
['19024', 'Monthly', '1066 days']
['19027', 'Monthly', '1796 days']
['5813', 'Daily', '23 days']
['19021', 'Daily', '25 days']
['16032', 'Yearly', '10227 days']
['16031', 'One-off', '15524 days']
['56879', 'Daily', '38 days']
['52359', 'Yearly', '1826 days']
['52356', 'Daily', '24 days']
['56876', 'Yearly', '8035 days']
['52354', 'Yearly', '8036 days']
['56874', 'One-off', '14535 days']
['52352', 'Daily', '42 days']
['52350', 'Monthly', '92 days']
['52351', 'Monthly', '518 days']
['7422', 'Monthly', '730 days']
['20878', 'Daily', '30 days']
['20876', 'Yearly', '3653 days']
['20870', 'Monthly', '882 days']
['16694', 'Monthly', '244 days']
['10688', 'Yearly', '5114 days']
['45622', 'Monthly', '457 days']
['7965', 'Yearly', '7670 days']
['45625', 'Monthly', '1278 days']
['53089', 'One-off', '13719 days']
['53088', 'Monthly', '2131 days']
['7955', 'One-off', '13711 days']
['7954', 'Monthly', '1583 days']
['7953', 'Yearly', '5844 days']
['7952', 'Monthly', '274 days']
['53093', 'One-off', '15382 days']
['53081', 'Daily', '14 days']
['53083', 'Monthly', '366 days']
['10692', 'One-off', '13420 days']
['53085', 'Daily', '23 days']
['10694', 'One-off', '11286 days']
['53087', 'Yearly', '10592 days']
['10696', 'Monthly', '2528 days']
['42160', 'One-off', '12763 days']
['16968', 'One-off', '12714 days']
['42162', 'Yearly', '2192 days']
['53091', 'Daily', '41 days']
['10565', 'Monthly', '396 days']
['16961', 'One-off', '14160 days']
['42169', 'Monthly', '1278 days']
['16964', 'Monthly', '1854 days']
['16967', 'One-off', '14606 days']
['9172', 'Daily', '47 days']
['52684', 'Yearly', '7305 days']
['52685', 'Monthly', '1734 days']
['52686', 'One-off', '10243 days']
['52680', 'Daily', '52 days']
['12272', 'Yearly', '11688 days']
['12274', 'Monthly', '2313 days']
['12277', 'Monthly', '579 days']
['10525', 'Monthly', '1248 days']
['10524', 'Daily', '13 days']
['53553', 'Yearly', '4018 days']
['10522', 'Monthly', '2099 days']
['10521', 'Monthly', '1673 days']
['53550', 'One-off', '13429 days']
['53559', 'Monthly', '455 days']
['10528', 'Monthly', '2252 days']
['21479', 'Monthly', '1583 days']
['54683', 'Monthly', '730 days']
['54680', 'One-off', '13265 days']
['54681', 'Daily', '28 days']
['54686', 'Yearly', '14610 days']
['8874', 'Daily', '52 days']
['54684', 'One-off', '10552 days']
['8879', 'Daily', '28 days']
['21470', 'Monthly', '791 days']
['21472', 'One-off', '13121 days']
['21474', 'Daily', '34 days']
['21477', 'Daily', '20 days']
['42195', 'Monthly', '425 days']
['48217', 'Yearly', '6940 days']
['48212', 'Monthly', '487 days']
['48213', 'Yearly', '5114 days']
['48218', 'Monthly', '1581 days']
['48219', 'Yearly', '3287 days']
['44575', 'Yearly', '8401 days']
['44570', 'Yearly', '9496 days']
['26847', 'Daily', '53 days']
['26846', 'Daily', '37 days']
['42191', 'Daily', '45 days']
['44579', 'Daily', '43 days']
['44578', 'Daily', '36 days']
['42190', 'Daily', '33 days']
['16975', 'One-off', '12841 days']
['54026', 'One-off', '13315 days']
['28415', 'One-off', '12278 days']
['54025', 'Yearly', '8036 days']
['54022', 'Yearly', '6574 days']
['28412', 'One-off', '12633 days']
['28413', 'Monthly', '2313 days']
['24561', 'Daily', '44 days']
['28418', 'Yearly', '16802 days']
['24565', 'One-off', '10491 days']
['54029', 'Monthly', '2099 days']
['34338', 'Monthly', '2434 days']
['34334', 'One-off', '10962 days']
['34335', 'Yearly', '6575 days']
['35069', 'Monthly', '1186 days']
['35068', 'Daily', '45 days']
['35062', 'Daily', '25 days']
['35066', 'One-off', '11423 days']
['35064', 'Daily', '31 days']
['10536', 'One-off', '13659 days']
['10539', 'Daily', '42 days']
['23723', 'Yearly', '13149 days']
['23722', 'Monthly', '457 days']
['27039', 'Monthly', '976 days']
['27038', 'Monthly', '1582 days']
['27033', 'One-off', '16358 days']
['27036', 'Monthly', '1766 days']
['32598', 'Yearly', '16801 days']
['32599', 'Monthly', '1401 days']
['32592', 'Daily', '4 days']
['32593', 'Yearly', '8035 days']
['32590', 'Monthly', '395 days']
['32596', 'Monthly', '1126 days']
['32597', 'Daily', '46 days']
['56464', 'Daily', '19 days']
['56465', 'Monthly', '1277 days']
['56466', 'Daily', '39 days']
['56467', 'One-off', '10273 days']
['56462', 'Monthly', '275 days']
['56463', 'Monthly', '1583 days']
['56468', 'Monthly', '2162 days']
['9958', 'Daily', '10 days']
['9954', 'One-off', '12757 days']
['9951', 'Daily', '42 days']
['9950', 'Monthly', '912 days']
['55847', 'Monthly', '487 days']
['3474', 'Daily', '37 days']
['55845', 'Daily', '21 days']
['55843', 'Monthly', '1706 days']
['32045', 'Monthly', '1339 days']
['32047', 'Daily', '25 days']
['55848', 'Yearly', '8035 days']
['56792', 'Yearly', '7305 days']
['56790', 'Daily', '18 days']
['56791', 'Daily', '32 days']
['56797', 'Yearly', '7670 days']
['56794', 'Monthly', '2129 days']
['56798', 'One-off', '17422 days']
['56799', 'Monthly', '760 days']
['25761', 'Monthly', '1826 days']
['25760', 'Monthly', '1642 days']
['25762', 'Monthly', '2435 days']
['25765', 'One-off', '14235 days']
['25764', 'Daily', '48 days']
['25767', 'Daily', '35 days']
['21867', 'One-off', '12833 days']
['21864', 'Monthly', '1308 days']
['18973', 'Monthly', '731 days']
['21862', 'One-off', '10512 days']
['21860', 'One-off', '11177 days']
['21869', 'Monthly', '1886 days']
['21464', 'Daily', '55 days']
['3656', 'Monthly', '1430 days']
['3650', 'One-off', '10023 days']
['3651', 'Yearly', '10958 days']
['3652', 'Daily', '45 days']
['3653', 'Daily', '45 days']
['26070', 'Yearly', '12784 days']
['26072', 'Daily', '37 days']
['26075', 'Daily', '17 days']
['45616', 'One-off', '9992 days']
['48263', 'One-off', '9345 days']
['48265', 'Daily', '33 days']
['20594', 'Monthly', '335 days']
['20596', 'Monthly', '2374 days']
['20599', 'One-off', '12125 days']
['25185', 'Yearly', '5479 days']
['25187', 'Yearly', '9862 days']
['25180', 'Monthly', '1491 days']
['25182', 'One-off', '16744 days']
['25189', 'Monthly', '1430 days']
['25188', 'Daily', '50 days']
['53949', 'Monthly', '1642 days']
['36743', 'Monthly', '2313 days']
['36742', 'Monthly', '1004 days']
['36747', 'Daily', '16 days']
['53942', 'Monthly', '2283 days']
['36744', 'Yearly', '2922 days']
['33719', 'One-off', '12903 days']
['33718', 'Daily', '40 days']
['33711', 'Monthly', '335 days']
['33717', 'Yearly', '6940 days']
['33716', 'Monthly', '457 days']
['44562', 'Yearly', '4748 days']
['26857', 'One-off', '9459 days']
['11191', 'Daily', '17 days']
['27859', 'Monthly', '854 days']
['27858', 'One-off', '16630 days']
['27850', 'One-off', '11677 days']
['27855', 'Yearly', '8766 days']
['27854', 'Daily', '25 days']
['18574', 'Monthly', '945 days']
['18570', 'Monthly', '699 days']
['18572', 'Yearly', '13880 days']
['15125', 'Yearly', '2556 days']
['15126', 'Daily', '20 days']
['15122', 'Daily', '21 days']
['15123', 'Monthly', '1857 days']
['15128', 'Daily', '26 days']
['15129', 'Yearly', '2192 days']
['39545', 'Monthly', '1918 days']
['39546', 'Daily', '28 days']
['39547', 'Monthly', '1035 days']
['39542', 'Monthly', '2588 days']
['39543', 'One-off', '11276 days']
['46357', 'Daily', '23 days']
['39548', 'Monthly', '1887 days']
['39549', 'Monthly', '1614 days']
['49128', 'Monthly', '2618 days']
['31711', 'One-off', '13094 days']
['31710', 'Monthly', '2707 days']
['31715', 'Daily', '51 days']
['31714', 'Daily', '8 days']
['31717', 'Yearly', '9862 days']
['31716', 'Daily', '22 days']
['34072', 'One-off', '15035 days']
['34070', 'Monthly', '2465 days']
['34077', 'Daily', '54 days']
['34075', 'Daily', '48 days']
['34074', 'Daily', '35 days']
['34079', 'Yearly', '6575 days']
['34078', 'Yearly', '5113 days']
['47243', 'Monthly', '303 days']
['47240', 'Yearly', '4383 days']
['47241', 'Daily', '51 days']
['47246', 'One-off', '17082 days']
['47247', 'Daily', '48 days']
['47245', 'Monthly', '2069 days']
['4796', 'Daily', '36 days']
['4797', 'Monthly', '2405 days']
['4792', 'Yearly', '1461 days']
['4793', 'Monthly', '1188 days']
['11725', 'One-off', '14687 days']
['11721', 'Yearly', '6940 days']
['42362', 'Monthly', '1188 days']
['42363', 'Yearly', '3653 days']
['42360', 'Daily', '4 days']
['42367', 'Daily', '14 days']
['42368', 'Monthly', '823 days']
['28462', 'One-off', '10704 days']
['28464', 'Yearly', '13879 days']
['10321', 'Daily', '36 days']
['10320', 'Monthly', '1949 days']
['10323', 'One-off', '11326 days']
['10325', 'Daily', '34 days']
['28467', 'One-off', '10996 days']
['10327', 'Monthly', '2467 days']
['10326', 'Yearly', '2191 days']
['6266', 'Yearly', '9131 days']
['20335', 'Monthly', '1461 days']
['48484', 'Monthly', '2588 days']
['55757', 'Monthly', '1369 days']
['42984', 'Monthly', '426 days']
['48486', 'Daily', '13 days']
['42983', 'Yearly', '8035 days']
['55755', 'One-off', '9629 days']
['55752', 'Daily', '3 days']
['45352', 'One-off', '11004 days']
['45353', 'One-off', '14559 days']
['45351', 'Yearly', '6210 days']
['55751', 'Monthly', '914 days']
['45354', 'Daily', '35 days']
['45358', 'Monthly', '337 days']
['32537', 'Daily', '44 days']
['44009', 'Daily', '33 days']
['44008', 'Daily', '18 days']
['44004', 'Monthly', '1430 days']
['44001', 'One-off', '14424 days']
['44000', 'Monthly', '90 days']
['17075', 'Monthly', '2313 days']
['5239', 'Daily', '33 days']
['5231', 'Monthly', '1918 days']
['5232', 'One-off', '10147 days']
['5233', 'Daily', '11 days']
['5235', 'Yearly', '5113 days']
['17071', 'Daily', '15 days']
['41189', 'One-off', '9259 days']
['41188', 'Daily', '38 days']
['17072', 'Monthly', '426 days']
['41183', 'Monthly', '1552 days']
['41181', 'Monthly', '2040 days']
['41186', 'Yearly', '12419 days']
['11718', 'Daily', '17 days']
['40279', 'Monthly', '2709 days']
['40270', 'Monthly', '2039 days']
['40277', 'Daily', '5 days']
['40274', 'Monthly', '2132 days']
['40275', 'Yearly', '10227 days']
['14318', 'Yearly', '5114 days']
['14319', 'Monthly', '640 days']
['14314', 'Daily', '21 days']
['14316', 'Monthly', '1188 days']
['14317', 'Yearly', '11688 days']
['14310', 'Yearly', '8766 days']
['14311', 'Yearly', '13149 days']
['14312', 'Monthly', '1126 days']
['14313', 'One-off', '9996 days']
['17959', 'Monthly', '1675 days']
['17958', 'Monthly', '2161 days']
['45972', 'Monthly', '668 days']
['45970', 'Yearly', '2557 days']
['45971', 'Yearly', '13879 days']
['17953', 'Monthly', '2710 days']
['17951', 'Daily', '19 days']
['17955', 'Daily', '51 days']
['17954', 'Yearly', '7305 days']
['47725', 'One-off', '10206 days']
['47724', 'Monthly', '1399 days']
['47727', 'One-off', '16297 days']
['47721', 'Monthly', '2527 days']
['47720', 'One-off', '15563 days']
['47723', 'Yearly', '9131 days']
['47722', 'Yearly', '4749 days']
['47729', 'Monthly', '883 days']
['48801', 'Monthly', '1949 days']
['48800', 'Yearly', '8035 days']
['48802', 'Monthly', '2161 days']
['48807', 'Yearly', '7305 days']
['48808', 'Yearly', '15706 days']
['12418', 'Daily', '32 days']
['12411', 'Daily', '50 days']
['12410', 'Yearly', '12783 days']
['12413', 'Monthly', '2585 days']
['12412', 'Monthly', '2344 days']
['12415', 'Yearly', '8035 days']
['7742', 'Monthly', '1917 days']
['7740', 'Daily', '17 days']
['50835', 'Monthly', '2039 days']
['50837', 'Yearly', '13149 days']
['7745', 'One-off', '14966 days']
['50839', 'Monthly', '2343 days']
['7749', 'One-off', '12131 days']
['19279', 'Daily', '7 days']
['19274', 'One-off', '14684 days']
['19270', 'Daily', '39 days']
['19273', 'Yearly', '8036 days']
['45016', 'Monthly', '549 days']
['46098', 'Yearly', '5479 days']
['46099', 'Yearly', '6210 days']
['49048', 'Monthly', '1917 days']
['46094', 'Yearly', '5844 days']
['49044', 'Monthly', '1400 days']
['46090', 'Daily', '21 days']
['49040', 'Monthly', '1706 days']
['49041', 'Daily', '49 days']
['41380', 'Monthly', '1644 days']
['44433', 'Yearly', '9132 days']
['20567', 'Yearly', '16801 days']
['48290', 'Daily', '30 days']
['41384', 'One-off', '14711 days']
['11443', 'One-off', '14205 days']
['11442', 'Yearly', '12419 days']
['11441', 'Monthly', '365 days']
['43119', 'Monthly', '2283 days']
['11447', 'Yearly', '2557 days']
['11446', 'Daily', '9 days']
['11444', 'Yearly', '4383 days']
['43112', 'Monthly', '2618 days']
['43113', 'Monthly', '577 days']
['41386', 'Daily', '38 days']
['43116', 'Yearly', '3652 days']
['46542', 'Daily', '51 days']
['46543', 'Daily', '33 days']
['46540', 'One-off', '15847 days']
['46541', 'Monthly', '730 days']
